"id","subject","topic","subtopic","title","rule_text","current_buzzwords_json","corrected_buzzwords_json"
"f9484c38-b9c9-4327-a5eb-93449466ec11","Business Associations","Limited Liability Companies","Fiduciary Duties","LLC Fiduciary Duties","Depending on the statute and operating agreement, members in a member-managed LLC and managers in a manager-managed LLC generally owe duties of loyalty and care to the LLC and, in some circumstances, to the other members, though the operating agreement may modify these duties within statutory bounds.","[""LLC fiduciary duties"",""loyalty"",""care"",""operating agreement""]","[""LLC fiduciary duties"",""loyalty"",""care"",""operating agreement""]"
"f162cf74-a254-4842-9f31-c30849ca501b","Business Associations","Limited Liability Companies","Formation","LLC Formation","A limited liability company is formed by filing articles of organization or a certificate of formation with the state, creating a separate legal entity distinct from its members.","[""LLC formed"",""articles of organization"",""certificate of formation"",""separate legal entity""]","[""LLC formed"",""articles of organization"",""certificate of formation"",""separate legal entity""]"
"bd3310b5-632c-4046-81ac-957a2e0006ef","Business Associations","Partnerships","Rights of Partners Among Themselves","Management Rights","Absent agreement otherwise, all partners have equal rights in the management and conduct of the partnership business, and ordinary matters are decided by a majority of the partners while matters outside the ordinary course generally require unanimous consent.","[""equal rights in management"",""majority vote"",""unanimous consent""]","[""equal rights in management"",""majority vote"",""unanimous consent""]"
"98a1678e-befb-4502-93b9-0f71d42cfa66","Business Associations","Limited Liability Companies","Management and Control","Manager Authority","Managers in a manager-managed LLC have actual and often apparent authority to bind the LLC in the ordinary course of the LLC's business, subject to limitations in the operating agreement and statutory notice rules.","[""manager authority"",""bind LLC"",""ordinary course""]","[""manager authority"",""bind LLC"",""ordinary course""]"
"c996c290-1f7c-4769-8ede-ec1c6639aa8a","Business Associations","Limited Liability Companies","Management and Control","Manager-Managed LLC","In a manager-managed LLC, management authority is vested in one or more managers rather than the members, and ordinary management powers belong to the managers, while members usually act more like passive owners unless the operating agreement provides otherwise.","[""manager-managed LLC"",""management authority in managers""]","[""manager-managed LLC"",""management authority in managers""]"
"eafd38e5-2f54-49f1-9e5f-b322d17b645a","Business Associations","Limited Liability Companies","Formation and Liability","Member Liability","LLC members are generally not personally liable for the debts, obligations, or liabilities of the LLC solely by reason of being members or participating in management.","[""LLC members not personally liable""]","[""LLC members not personally liable""]"
"54f68c8d-28b3-400e-adc2-559197dd047c","Business Associations","Limited Liability Companies","Management and Control","Member-Managed LLC","In a member-managed LLC, each member has authority to participate in management, and each member is generally an agent of the LLC for matters in the ordinary course of the LLC's activities.","[""member-managed LLC"",""each member participates"",""agent of LLC""]","[""member-managed LLC"",""each member participates"",""agent of LLC""]"
"d067d924-6ecd-4afa-85ee-45d21febe6d3","Business Associations","Business Associations Structural Changes","Organizational Structure","Mergers and Consolidations","A merger generally requires board approval and shareholder approval by the requisite vote of each constituent corporation, unless a statutory short-form merger or other exception applies. The surviving entity succeeds to the rights and liabilities of the constituents by operation of law.","[""merger"",""board approval"",""shareholder approval"",""surviving entity""]","[""merger"",""board approval"",""shareholder approval"",""surviving entity""]"
"538e72cd-a674-41cd-b60f-56385c80073c","Business Associations","Corporations","Close Corporations and Special Control Devices","Minority Oppression in Close Corporations","Minority oppression occurs when controlling shareholders in a close corporation frustrate the reasonable expectations of minority owners through exclusion from management, withholding distributions, termination of employment, or other unfair conduct. Courts may grant equitable relief, including buyouts or dissolution.","[""minority oppression"",""close corporation"",""reasonable expectations"",""buyout"",""dissolution""]","[""minority oppression"",""close corporation"",""reasonable expectations"",""buyout"",""dissolution""]"
"4b7a8c7e-4495-4a36-96b9-1e682ca6cf31","Business Associations","Partnerships","Creation of Partnerships","No Filing Requirement for General Partnership","A general partnership need not file any organizational document to exist; it can arise by operation of law from the parties' conduct.","[""no filing required"",""general partnership""]","[""no filing required"",""general partnership""]"
"15d305f8-f876-42d5-a243-029795fc9996","Business Associations","Corporations","Management and Control","Officer Authority","Corporate officers have actual authority as granted by the bylaws, board resolutions, or their office, and may also have apparent authority to bind the corporation in matters ordinary for their position.","[""officer authority"",""actual authority"",""apparent authority""]","[""officer authority"",""actual authority"",""apparent authority""]"
"24b11dff-c242-4b0b-b68d-158773e4e817","Business Associations","Corporations","Fiduciary Duties","Officer Fiduciary Duties","Corporate officers owe fiduciary duties of care and loyalty similar to those owed by directors, adapted to their role and authority within the corporation.","[""officers owe fiduciary duties"",""care"",""loyalty""]","[""officers owe fiduciary duties"",""care"",""loyalty""]"
